target_end_date,output_type_id,value,reference_date,horizon,target,output_type,location
2026-02-07,0.15,183.73743167641976,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.2,199.77165061564924,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.25,214.53128427489676,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.3,228.7442638129334,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.35,242.80419945644582,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.4,256.8899860219898,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.45,271.3539220484751,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.5,286.3611371020638,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.55,302.1533937783816,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.6,319.06830118568763,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.65,337.50544267263183,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.7,358.2135093837535,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.75,381.7800997542874,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.8,409.9426487793683,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.85,445.9280824607349,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.9,495.3251528073157,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.95,578.3832972045775,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.975,661.9236264964073,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.99,774.0420037437317,2026-02-07,0,wk inc flu hosp,quantile,13
2026-02-07,0.01,10.985910440845009,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.025,12.972557379016706,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.05,14.972222351106145,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.1,17.651996399557575,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.15,19.70775239563154,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.2,21.535535466205467,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.25,23.225855499821368,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.3,24.860196179093688,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.35,26.482955571156044,2026-02-07,0,wk inc flu hosp,quantile,15
2026-02-07,0.4,28.11437068638061,2026-02-07,0,wk inc flu hosp,quantile,15
